Unnamed: 0,activity,datetime,case_id,resource
1269,Уведомление заявителя о не прохождении надзора,1970-04-26 21:07:49+00:00,36,Система/Процесс
1270,Исправление замечаний по проекту,1970-04-26 21:07:50+00:00,36,Заявитель
1271,Регистрация заявления,1970-04-26 21:07:51+00:00,36,Система/Процесс
1272,Проверка архитектором-экспертом,1970-04-26 21:07:52+00:00,36,Архитектор
1273,Отправить запрос на дополнительную экспертизу,1970-04-26 21:07:53+00:00,36,Система/Процесс
1274,Проверка инженером-экспертом,1970-04-26 21:07:54+00:00,36,Инженер
1275,Требуется ручная проверка,1970-04-26 21:07:55+00:00,36,Система/Процесс
1276,Проверка данных по материалу,1970-04-26 21:07:56+00:00,36,Система/Процесс
1277,Проверка инженером экспертом,1970-04-26 21:07:57+00:00,36,Инженер
1278,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:07:58+00:00,36,Санэпидемнадзор
1279,Отправка запроса миграционной службе,1970-04-26 21:07:59+00:00,36,Система/Процесс
1280,Отправка документов со стороны инженерного отдела,1970-04-26 21:08:00+00:00,36,Система/Процесс
1281,Запрос заключения пожарного эксперта,1970-04-26 21:08:01+00:00,36,Пожарный надзор
1282,Отправка документов со стороны архитектурного отдела,1970-04-26 21:08:02+00:00,36,Система/Процесс
1283,Формирование пакета документов,1970-04-26 21:08:03+00:00,36,Система/Процесс
1284,Рассмотрение заместителем руководителя,1970-04-26 21:08:04+00:00,36,Служащий
1285,Оформление и подписание разрешения,1970-04-26 21:08:05+00:00,36,Система/Процесс
1286,Уведомить о готовности,1970-04-26 21:08:06+00:00,36,Система/Процесс
1287,Получение разрешения заявителем,1970-04-26 21:08:07+00:00,36,Заявитель
1288,Внесение в реестр,1970-04-26 21:08:08+00:00,36,Система/Процесс
1289,Архивирование документов,1970-04-26 21:08:09+00:00,36,Система/Процесс
1290,Первичная проверка документов,1970-04-26 21:08:10+00:00,37,Служащий
1291,Уведомить о доработке,1970-04-26 21:08:11+00:00,37,Система/Процесс
1292,Доработка заявления,1970-04-26 21:08:12+00:00,37,Система/Процесс
1293,Первичная проверка документов,1970-04-26 21:08:13+00:00,37,Служащий
1294,Регистрация заявления,1970-04-26 21:08:14+00:00,37,Система/Процесс
1295,Проверка архитектором-экспертом,1970-04-26 21:08:15+00:00,37,Архитектор
1296,Требуется ручная проверка,1970-04-26 21:08:16+00:00,37,Система/Процесс
1297,Ручная проверка архитектора-эксперта,1970-04-26 21:08:17+00:00,37,Архитектор
1298,Запрос заключения пожарного эксперта,1970-04-26 21:08:18+00:00,37,Пожарный надзор
1299,Отправка документов со стороны архитектурного отдела,1970-04-26 21:08:19+00:00,37,Система/Процесс
1300,Проверка инженером-экспертом,1970-04-26 21:08:20+00:00,37,Инженер
1301,Требуется ручная проверка,1970-04-26 21:08:21+00:00,37,Система/Процесс
1302,Проверка инженером экспертом,1970-04-26 21:08:22+00:00,37,Инженер
1303,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:08:23+00:00,37,Санэпидемнадзор
1304,Отправка на медосмотр,1970-04-26 21:08:24+00:00,37,Система/Процесс
1305,Медкомиссия,1970-04-26 21:08:25+00:00,37,Санэпидемнадзор
1306,Отправка документов со стороны инженерного отдела,1970-04-26 21:08:26+00:00,37,Система/Процесс
1307,Формирование пакета документов,1970-04-26 21:08:27+00:00,37,Система/Процесс
1308,Рассмотрение заместителем руководителя,1970-04-26 21:08:28+00:00,37,Служащий
1309,Оформление и подписание разрешения,1970-04-26 21:08:29+00:00,37,Система/Процесс
1310,Уведомить о готовности,1970-04-26 21:08:30+00:00,37,Система/Процесс
1311,Получение разрешения заявителем,1970-04-26 21:08:31+00:00,37,Заявитель
1312,Внесение в реестр,1970-04-26 21:08:32+00:00,37,Система/Процесс
1313,Архивирование документов,1970-04-26 21:08:33+00:00,37,Система/Процесс
1314,Первичная проверка документов,1970-04-26 21:08:34+00:00,38,Служащий
1315,Уведомить о доработке,1970-04-26 21:08:35+00:00,38,Система/Процесс
1316,Доработка заявления,1970-04-26 21:08:36+00:00,38,Система/Процесс
1317,Первичная проверка документов,1970-04-26 21:08:37+00:00,38,Служащий
1318,Уведомить о доработке,1970-04-26 21:08:38+00:00,38,Система/Процесс
1319,Доработка заявления,1970-04-26 21:08:39+00:00,38,Система/Процесс
1320,Первичная проверка документов,1970-04-26 21:08:40+00:00,38,Служащий
1321,Уведомить о доработке,1970-04-26 21:08:41+00:00,38,Система/Процесс
1322,Доработка заявления,1970-04-26 21:08:42+00:00,38,Система/Процесс
1323,Первичная проверка документов,1970-04-26 21:08:43+00:00,38,Служащий
1324,Уведомить о доработке,1970-04-26 21:08:44+00:00,38,Система/Процесс
1325,Доработка заявления,1970-04-26 21:08:45+00:00,38,Система/Процесс
1326,Первичная проверка документов,1970-04-26 21:08:46+00:00,38,Служащий
1327,Регистрация заявления,1970-04-26 21:08:47+00:00,38,Система/Процесс
1328,Проверка инженером-экспертом,1970-04-26 21:08:48+00:00,38,Инженер
1329,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:08:49+00:00,38,Санэпидемнадзор
1330,Проверка архитектором-экспертом,1970-04-26 21:08:50+00:00,38,Архитектор
1331,Требуется ручная проверка,1970-04-26 21:08:51+00:00,38,Система/Процесс
1332,Ручная проверка архитектора-эксперта,1970-04-26 21:08:52+00:00,38,Архитектор
1333,Запрос заключения пожарного эксперта,1970-04-26 21:08:53+00:00,38,Пожарный надзор
1334,Отправка запроса миграционной службе,1970-04-26 21:08:54+00:00,38,Система/Процесс
1335,Отправка документов со стороны архитектурного отдела,1970-04-26 21:08:55+00:00,38,Система/Процесс
1336,Отправка документов со стороны инженерного отдела,1970-04-26 21:08:56+00:00,38,Система/Процесс
1337,Формирование пакета документов,1970-04-26 21:08:57+00:00,38,Система/Процесс
1338,Рассмотрение руководителем,1970-04-26 21:08:58+00:00,38,Руководитель
1339,Оформление и подписание разрешения,1970-04-26 21:08:59+00:00,38,Система/Процесс
1340,Уведомить о готовности,1970-04-26 21:09:00+00:00,38,Система/Процесс
1341,Получение разрешения заявителем,1970-04-26 21:09:01+00:00,38,Заявитель
1342,Внесение в реестр,1970-04-26 21:09:02+00:00,38,Система/Процесс
1343,Архивирование документов,1970-04-26 21:09:03+00:00,38,Система/Процесс
1344,Первичная проверка документов,1970-04-26 21:09:04+00:00,39,Служащий
1345,Уведомить о доработке,1970-04-26 21:09:05+00:00,39,Система/Процесс
1346,Доработка заявления,1970-04-26 21:09:06+00:00,39,Система/Процесс
1347,Первичная проверка документов,1970-04-26 21:09:07+00:00,39,Служащий
1348,Регистрация заявления,1970-04-26 21:09:08+00:00,39,Система/Процесс
1349,Проверка архитектором-экспертом,1970-04-26 21:09:09+00:00,39,Архитектор
1350,Отправить запрос на дополнительную экспертизу,1970-04-26 21:09:10+00:00,39,Система/Процесс
1351,Проверка инженером-экспертом,1970-04-26 21:09:11+00:00,39,Инженер
1352,Проверка данных по материалу,1970-04-26 21:09:12+00:00,39,Система/Процесс
1353,Требуется ручная проверка,1970-04-26 21:09:13+00:00,39,Система/Процесс
1354,Запрос заключения пожарного эксперта,1970-04-26 21:09:14+00:00,39,Пожарный надзор
1355,Проверка инженером экспертом,1970-04-26 21:09:15+00:00,39,Инженер
1356,Отправка документов со стороны архитектурного отдела,1970-04-26 21:09:16+00:00,39,Система/Процесс
1357,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:09:17+00:00,39,Санэпидемнадзор
1358,Требуется ручная проверка,1970-04-26 21:09:18+00:00,39,Система/Процесс
1359,Проверка санэпидем надзором,1970-04-26 21:09:19+00:00,39,Санэпидемнадзор
1360,Отправка на медосмотр,1970-04-26 21:09:20+00:00,39,Система/Процесс
1361,Медкомиссия,1970-04-26 21:09:21+00:00,39,Санэпидемнадзор
1362,Отправка документов со стороны инженерного отдела,1970-04-26 21:09:22+00:00,39,Система/Процесс
1363,Формирование пакета документов,1970-04-26 21:09:23+00:00,39,Система/Процесс
1364,Рассмотрение руководителем,1970-04-26 21:09:24+00:00,39,Руководитель
1365,Отправить уведомление об отказе,1970-04-26 21:09:25+00:00,39,Система/Процесс
1366,Первичная проверка документов,1970-04-26 21:09:26+00:00,40,Служащий
1367,Уведомить о доработке,1970-04-26 21:09:27+00:00,40,Система/Процесс
1368,Доработка заявления,1970-04-26 21:09:28+00:00,40,Система/Процесс
1369,Первичная проверка документов,1970-04-26 21:09:29+00:00,40,Служащий
1370,Регистрация заявления,1970-04-26 21:09:30+00:00,40,Система/Процесс
1371,Проверка архитектором-экспертом,1970-04-26 21:09:31+00:00,40,Архитектор
1372,Проверка инженером-экспертом,1970-04-26 21:09:32+00:00,40,Инженер
1373,Отправить запрос на дополнительную экспертизу,1970-04-26 21:09:33+00:00,40,Система/Процесс
1374,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:09:34+00:00,40,Санэпидемнадзор
1375,Отправка запроса миграционной службе,1970-04-26 21:09:35+00:00,40,Система/Процесс
1376,Проверка данных по материалу,1970-04-26 21:09:36+00:00,40,Система/Процесс
1377,Медкомиссия,1970-04-26 21:09:37+00:00,40,Санэпидемнадзор
1378,Запрос заключения пожарного эксперта,1970-04-26 21:09:38+00:00,40,Пожарный надзор
1379,Отправка документов со стороны инженерного отдела,1970-04-26 21:09:39+00:00,40,Система/Процесс
1380,Отправка документов со стороны архитектурного отдела,1970-04-26 21:09:40+00:00,40,Система/Процесс
1381,Формирование пакета документов,1970-04-26 21:09:41+00:00,40,Система/Процесс
1382,Рассмотрение руководителем,1970-04-26 21:09:42+00:00,40,Руководитель
1383,Отправить уведомление об отказе,1970-04-26 21:09:43+00:00,40,Система/Процесс
1384,Первичная проверка документов,1970-04-26 21:09:44+00:00,41,Служащий
1385,Регистрация заявления,1970-04-26 21:09:45+00:00,41,Система/Процесс
1386,Проверка архитектором-экспертом,1970-04-26 21:09:46+00:00,41,Архитектор
1387,Отправить запрос на дополнительную экспертизу,1970-04-26 21:09:47+00:00,41,Система/Процесс
1388,Проверка инженером-экспертом,1970-04-26 21:09:48+00:00,41,Инженер
1389,Проверка данных по материалу,1970-04-26 21:09:49+00:00,41,Система/Процесс
1390,Требуется ручная проверка,1970-04-26 21:09:50+00:00,41,Система/Процесс
1391,Запрос заключения пожарного эксперта,1970-04-26 21:09:51+00:00,41,Пожарный надзор
1392,Отправка документов со стороны архитектурного отдела,1970-04-26 21:09:52+00:00,41,Система/Процесс
1393,Проверка инженером экспертом,1970-04-26 21:09:53+00:00,41,Инженер
1394,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:09:54+00:00,41,Санэпидемнадзор
1395,Отправка на медосмотр,1970-04-26 21:09:55+00:00,41,Система/Процесс
1396,Медкомиссия,1970-04-26 21:09:56+00:00,41,Санэпидемнадзор
1397,Отправка документов со стороны инженерного отдела,1970-04-26 21:09:57+00:00,41,Система/Процесс
1398,Уведомление заявителя о не прохождении надзора,1970-04-26 21:09:58+00:00,41,Система/Процесс
1399,Исправление замечаний по проекту,1970-04-26 21:09:59+00:00,41,Заявитель
1400,Регистрация заявления,1970-04-26 21:10:00+00:00,41,Система/Процесс
1401,Проверка архитектором-экспертом,1970-04-26 21:10:01+00:00,41,Архитектор
1402,Проверка инженером-экспертом,1970-04-26 21:10:02+00:00,41,Инженер
1403,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:10:03+00:00,41,Санэпидемнадзор
1404,Отправка запроса миграционной службе,1970-04-26 21:10:04+00:00,41,Система/Процесс
1405,Запрос заключения пожарного эксперта,1970-04-26 21:10:05+00:00,41,Пожарный надзор
1406,Отправка документов со стороны архитектурного отдела,1970-04-26 21:10:06+00:00,41,Система/Процесс
1407,Медкомиссия,1970-04-26 21:10:07+00:00,41,Санэпидемнадзор
1408,Отправка документов со стороны инженерного отдела,1970-04-26 21:10:08+00:00,41,Система/Процесс
1409,Формирование пакета документов,1970-04-26 21:10:09+00:00,41,Система/Процесс
1410,Рассмотрение заместителем руководителя,1970-04-26 21:10:10+00:00,41,Служащий
1411,Отправить уведомление об отказе,1970-04-26 21:10:11+00:00,41,Система/Процесс
1412,Первичная проверка документов,1970-04-26 21:10:12+00:00,42,Служащий
1413,Уведомить о доработке,1970-04-26 21:10:13+00:00,42,Система/Процесс
1414,Доработка заявления,1970-04-26 21:10:14+00:00,42,Система/Процесс
1415,Первичная проверка документов,1970-04-26 21:10:15+00:00,42,Служащий
1416,Регистрация заявления,1970-04-26 21:10:16+00:00,42,Система/Процесс
1417,Проверка архитектором-экспертом,1970-04-26 21:10:17+00:00,42,Архитектор
1418,Запрос заключения пожарного эксперта,1970-04-26 21:10:18+00:00,42,Пожарный надзор
1419,Требуется ручная проверка,1970-04-26 21:10:19+00:00,42,Система/Процесс
1420,Ручная проверка пожарного надзора,1970-04-26 21:10:20+00:00,42,Пожарный надзор
1421,Отправка документов со стороны архитектурного отдела,1970-04-26 21:10:21+00:00,42,Система/Процесс
1422,Проверка инженером-экспертом,1970-04-26 21:10:22+00:00,42,Инженер
1423,Требуется ручная проверка,1970-04-26 21:10:23+00:00,42,Система/Процесс
1424,Проверка инженером экспертом,1970-04-26 21:10:24+00:00,42,Инженер
1425,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:10:25+00:00,42,Санэпидемнадзор
1426,Отправка документов со стороны инженерного отдела,1970-04-26 21:10:26+00:00,42,Система/Процесс
1427,Уведомление заявителя о не прохождении надзора,1970-04-26 21:10:27+00:00,42,Система/Процесс
1428,Исправление замечаний по проекту,1970-04-26 21:10:28+00:00,42,Заявитель
1429,Регистрация заявления,1970-04-26 21:10:29+00:00,42,Система/Процесс
1430,Проверка архитектором-экспертом,1970-04-26 21:10:30+00:00,42,Архитектор
1431,Проверка инженером-экспертом,1970-04-26 21:10:31+00:00,42,Инженер
1432,Запрос заключения пожарного эксперта,1970-04-26 21:10:32+00:00,42,Пожарный надзор
1433,Отправка документов со стороны архитектурного отдела,1970-04-26 21:10:33+00:00,42,Система/Процесс
1434,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:10:34+00:00,42,Санэпидемнадзор
1435,Отправка запроса миграционной службе,1970-04-26 21:10:35+00:00,42,Система/Процесс
1436,Отправка документов со стороны инженерного отдела,1970-04-26 21:10:36+00:00,42,Система/Процесс
1437,Уведомление заявителя о не прохождении надзора,1970-04-26 21:10:37+00:00,42,Система/Процесс
1438,Исправление замечаний по проекту,1970-04-26 21:10:38+00:00,42,Заявитель
1439,Регистрация заявления,1970-04-26 21:10:39+00:00,42,Система/Процесс
1440,Проверка архитектором-экспертом,1970-04-26 21:10:40+00:00,42,Архитектор
1441,Отправить запрос на дополнительную экспертизу,1970-04-26 21:10:41+00:00,42,Система/Процесс
1442,Проверка инженером-экспертом,1970-04-26 21:10:42+00:00,42,Инженер
1443,Проверка данных по материалу,1970-04-26 21:10:43+00:00,42,Система/Процесс
1444,Запрос заключения пожарного эксперта,1970-04-26 21:10:44+00:00,42,Пожарный надзор
1445,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:10:45+00:00,42,Санэпидемнадзор
1446,Требуется ручная проверка,1970-04-26 21:10:46+00:00,42,Система/Процесс
1447,Отправка документов со стороны архитектурного отдела,1970-04-26 21:10:47+00:00,42,Система/Процесс
1448,Проверка санэпидем надзором,1970-04-26 21:10:48+00:00,42,Санэпидемнадзор
1449,Отправка запроса миграционной службе,1970-04-26 21:10:49+00:00,42,Система/Процесс
1450,Отправка документов со стороны инженерного отдела,1970-04-26 21:10:50+00:00,42,Система/Процесс
1451,Формирование пакета документов,1970-04-26 21:10:51+00:00,42,Система/Процесс
1452,Рассмотрение руководителем,1970-04-26 21:10:52+00:00,42,Руководитель
1453,Оформление и подписание разрешения,1970-04-26 21:10:53+00:00,42,Система/Процесс
1454,Уведомить о готовности,1970-04-26 21:10:54+00:00,42,Система/Процесс
1455,Получение разрешения заявителем,1970-04-26 21:10:55+00:00,42,Заявитель
1456,Внесение в реестр,1970-04-26 21:10:56+00:00,42,Система/Процесс
1457,Архивирование документов,1970-04-26 21:10:57+00:00,42,Система/Процесс
1458,Первичная проверка документов,1970-04-26 21:10:58+00:00,43,Служащий
1459,Уведомить о доработке,1970-04-26 21:10:59+00:00,43,Система/Процесс
1460,Доработка заявления,1970-04-26 21:11:00+00:00,43,Система/Процесс
1461,Первичная проверка документов,1970-04-26 21:11:01+00:00,43,Служащий
1462,Регистрация заявления,1970-04-26 21:11:02+00:00,43,Система/Процесс
1463,Проверка инженером-экспертом,1970-04-26 21:11:03+00:00,43,Инженер
1464,Проверка архитектором-экспертом,1970-04-26 21:11:04+00:00,43,Архитектор
1465,Требуется ручная проверка,1970-04-26 21:11:05+00:00,43,Система/Процесс
1466,Проверка инженером экспертом,1970-04-26 21:11:06+00:00,43,Инженер
1467,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:11:07+00:00,43,Санэпидемнадзор
1468,Требуется ручная проверка,1970-04-26 21:11:08+00:00,43,Система/Процесс
1469,Запрос заключения пожарного эксперта,1970-04-26 21:11:09+00:00,43,Пожарный надзор
1470,Требуется ручная проверка,1970-04-26 21:11:10+00:00,43,Система/Процесс
1471,Ручная проверка пожарного надзора,1970-04-26 21:11:11+00:00,43,Пожарный надзор
1472,Проверка санэпидем надзором,1970-04-26 21:11:12+00:00,43,Санэпидемнадзор
1473,Отправка документов со стороны инженерного отдела,1970-04-26 21:11:13+00:00,43,Система/Процесс
1474,Отправка документов со стороны архитектурного отдела,1970-04-26 21:11:14+00:00,43,Система/Процесс
1475,Формирование пакета документов,1970-04-26 21:11:15+00:00,43,Система/Процесс
1476,Рассмотрение заместителем руководителя,1970-04-26 21:11:16+00:00,43,Служащий
1477,Отправить уведомление об отказе,1970-04-26 21:11:17+00:00,43,Система/Процесс
1478,Первичная проверка документов,1970-04-26 21:11:18+00:00,44,Служащий
1479,Регистрация заявления,1970-04-26 21:11:19+00:00,44,Система/Процесс
1480,Проверка архитектором-экспертом,1970-04-26 21:11:20+00:00,44,Архитектор
1481,Требуется ручная проверка,1970-04-26 21:11:21+00:00,44,Система/Процесс
1482,Проверка инженером-экспертом,1970-04-26 21:11:22+00:00,44,Инженер
1483,Ручная проверка архитектора-эксперта,1970-04-26 21:11:23+00:00,44,Архитектор
1484,Требуется ручная проверка,1970-04-26 21:11:24+00:00,44,Система/Процесс
1485,Запрос заключения пожарного эксперта,1970-04-26 21:11:25+00:00,44,Пожарный надзор
1486,Отправка документов со стороны архитектурного отдела,1970-04-26 21:11:26+00:00,44,Система/Процесс
1487,Проверка инженером экспертом,1970-04-26 21:11:27+00:00,44,Инженер
1488,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:11:28+00:00,44,Санэпидемнадзор
1489,Отправка документов со стороны инженерного отдела,1970-04-26 21:11:29+00:00,44,Система/Процесс
1490,Формирование пакета документов,1970-04-26 21:11:30+00:00,44,Система/Процесс
1491,Рассмотрение руководителем,1970-04-26 21:11:31+00:00,44,Руководитель
1492,Оформление и подписание разрешения,1970-04-26 21:11:32+00:00,44,Система/Процесс
1493,Уведомить о готовности,1970-04-26 21:11:33+00:00,44,Система/Процесс
1494,Получение разрешения заявителем,1970-04-26 21:11:34+00:00,44,Заявитель
1495,Внесение в реестр,1970-04-26 21:11:35+00:00,44,Система/Процесс
1496,Архивирование документов,1970-04-26 21:11:36+00:00,44,Система/Процесс
1497,Первичная проверка документов,1970-04-26 21:11:37+00:00,45,Служащий
1498,Уведомить о доработке,1970-04-26 21:11:38+00:00,45,Система/Процесс
1499,Доработка заявления,1970-04-26 21:11:39+00:00,45,Система/Процесс
1500,Первичная проверка документов,1970-04-26 21:11:40+00:00,45,Служащий
1501,Уведомить о доработке,1970-04-26 21:11:41+00:00,45,Система/Процесс
1502,Доработка заявления,1970-04-26 21:11:42+00:00,45,Система/Процесс
1503,Первичная проверка документов,1970-04-26 21:11:43+00:00,45,Служащий
1504,Регистрация заявления,1970-04-26 21:11:44+00:00,45,Система/Процесс
1505,Проверка инженером-экспертом,1970-04-26 21:11:45+00:00,45,Инженер
1506,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:11:46+00:00,45,Санэпидемнадзор
1507,Требуется ручная проверка,1970-04-26 21:11:47+00:00,45,Система/Процесс
1508,Проверка санэпидем надзором,1970-04-26 21:11:48+00:00,45,Санэпидемнадзор
1509,Отправка документов со стороны инженерного отдела,1970-04-26 21:11:49+00:00,45,Система/Процесс
1510,Проверка архитектором-экспертом,1970-04-26 21:11:50+00:00,45,Архитектор
1511,Требуется ручная проверка,1970-04-26 21:11:51+00:00,45,Система/Процесс
1512,Ручная проверка архитектора-эксперта,1970-04-26 21:11:52+00:00,45,Архитектор
1513,Запрос заключения пожарного эксперта,1970-04-26 21:11:53+00:00,45,Пожарный надзор
1514,Требуется ручная проверка,1970-04-26 21:11:54+00:00,45,Система/Процесс
1515,Ручная проверка пожарного надзора,1970-04-26 21:11:55+00:00,45,Пожарный надзор
1516,Отправка документов со стороны архитектурного отдела,1970-04-26 21:11:56+00:00,45,Система/Процесс
1517,Формирование пакета документов,1970-04-26 21:11:57+00:00,45,Система/Процесс
1518,Рассмотрение руководителем,1970-04-26 21:11:58+00:00,45,Руководитель
1519,Отправить уведомление об отказе,1970-04-26 21:11:59+00:00,45,Система/Процесс
1520,Первичная проверка документов,1970-04-26 21:12:00+00:00,46,Служащий
1521,Уведомить о доработке,1970-04-26 21:12:01+00:00,46,Система/Процесс
1522,Доработка заявления,1970-04-26 21:12:02+00:00,46,Система/Процесс
1523,Первичная проверка документов,1970-04-26 21:12:03+00:00,46,Служащий
1524,Уведомить о доработке,1970-04-26 21:12:04+00:00,46,Система/Процесс
1525,Доработка заявления,1970-04-26 21:12:05+00:00,46,Система/Процесс
1526,Первичная проверка документов,1970-04-26 21:12:06+00:00,46,Служащий
1527,Уведомить о доработке,1970-04-26 21:12:07+00:00,46,Система/Процесс
1528,Доработка заявления,1970-04-26 21:12:08+00:00,46,Система/Процесс
1529,Первичная проверка документов,1970-04-26 21:12:09+00:00,46,Служащий
1530,Регистрация заявления,1970-04-26 21:12:10+00:00,46,Система/Процесс
1531,Проверка инженером-экспертом,1970-04-26 21:12:11+00:00,46,Инженер
1532,Требуется ручная проверка,1970-04-26 21:12:12+00:00,46,Система/Процесс
1533,Проверка архитектором-экспертом,1970-04-26 21:12:13+00:00,46,Архитектор
1534,Проверка инженером экспертом,1970-04-26 21:12:14+00:00,46,Инженер
1535,Требуется ручная проверка,1970-04-26 21:12:15+00:00,46,Система/Процесс
1536,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:12:16+00:00,46,Санэпидемнадзор
1537,Отправка на медосмотр,1970-04-26 21:12:17+00:00,46,Система/Процесс
1538,Медкомиссия,1970-04-26 21:12:18+00:00,46,Санэпидемнадзор
1539,Ручная проверка архитектора-эксперта,1970-04-26 21:12:19+00:00,46,Архитектор
1540,Запрос заключения пожарного эксперта,1970-04-26 21:12:20+00:00,46,Пожарный надзор
1541,Отправка документов со стороны архитектурного отдела,1970-04-26 21:12:21+00:00,46,Система/Процесс
1542,Отправка документов со стороны инженерного отдела,1970-04-26 21:12:22+00:00,46,Система/Процесс
1543,Формирование пакета документов,1970-04-26 21:12:23+00:00,46,Система/Процесс
1544,Рассмотрение заместителем руководителя,1970-04-26 21:12:24+00:00,46,Служащий
1545,Оформление и подписание разрешения,1970-04-26 21:12:25+00:00,46,Система/Процесс
1546,Уведомить о готовности,1970-04-26 21:12:26+00:00,46,Система/Процесс
1547,Получение разрешения заявителем,1970-04-26 21:12:27+00:00,46,Заявитель
1548,Внесение в реестр,1970-04-26 21:12:28+00:00,46,Система/Процесс
1549,Архивирование документов,1970-04-26 21:12:29+00:00,46,Система/Процесс
1550,Первичная проверка документов,1970-04-26 21:12:30+00:00,47,Служащий
1551,Уведомить о доработке,1970-04-26 21:12:31+00:00,47,Система/Процесс
1552,Доработка заявления,1970-04-26 21:12:32+00:00,47,Система/Процесс
1553,Первичная проверка документов,1970-04-26 21:12:33+00:00,47,Служащий
1554,Уведомить о доработке,1970-04-26 21:12:34+00:00,47,Система/Процесс
1555,Доработка заявления,1970-04-26 21:12:35+00:00,47,Система/Процесс
1556,Первичная проверка документов,1970-04-26 21:12:36+00:00,47,Служащий
1557,Регистрация заявления,1970-04-26 21:12:37+00:00,47,Система/Процесс
1558,Проверка архитектором-экспертом,1970-04-26 21:12:38+00:00,47,Архитектор
1559,Требуется ручная проверка,1970-04-26 21:12:39+00:00,47,Система/Процесс
1560,Ручная проверка архитектора-эксперта,1970-04-26 21:12:40+00:00,47,Архитектор
1561,Запрос заключения пожарного эксперта,1970-04-26 21:12:41+00:00,47,Пожарный надзор
1562,Проверка инженером-экспертом,1970-04-26 21:12:42+00:00,47,Инженер
1563,Требуется ручная проверка,1970-04-26 21:12:43+00:00,47,Система/Процесс
1564,Отправка документов со стороны архитектурного отдела,1970-04-26 21:12:44+00:00,47,Система/Процесс
1565,Проверка инженером экспертом,1970-04-26 21:12:45+00:00,47,Инженер
1566,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:12:46+00:00,47,Санэпидемнадзор
1567,Отправка запроса миграционной службе,1970-04-26 21:12:47+00:00,47,Система/Процесс
1568,Медкомиссия,1970-04-26 21:12:48+00:00,47,Санэпидемнадзор
1569,Отправка документов со стороны инженерного отдела,1970-04-26 21:12:49+00:00,47,Система/Процесс
1570,Формирование пакета документов,1970-04-26 21:12:50+00:00,47,Система/Процесс
1571,Рассмотрение руководителем,1970-04-26 21:12:51+00:00,47,Руководитель
1572,Оформление и подписание разрешения,1970-04-26 21:12:52+00:00,47,Система/Процесс
1573,Уведомить о готовности,1970-04-26 21:12:53+00:00,47,Система/Процесс
1574,Получение разрешения заявителем,1970-04-26 21:12:54+00:00,47,Заявитель
1575,Внесение в реестр,1970-04-26 21:12:55+00:00,47,Система/Процесс
1576,Архивирование документов,1970-04-26 21:12:56+00:00,47,Система/Процесс
1577,Первичная проверка документов,1970-04-26 21:12:57+00:00,48,Служащий
1578,Регистрация заявления,1970-04-26 21:12:58+00:00,48,Система/Процесс
1579,Проверка архитектором-экспертом,1970-04-26 21:12:59+00:00,48,Архитектор
1580,Проверка инженером-экспертом,1970-04-26 21:13:00+00:00,48,Инженер
1581,Требуется ручная проверка,1970-04-26 21:13:01+00:00,48,Система/Процесс
1582,Требуется ручная проверка,1970-04-26 21:13:02+00:00,48,Система/Процесс
1583,Ручная проверка архитектора-эксперта,1970-04-26 21:13:03+00:00,48,Архитектор
1584,Проверка инженером экспертом,1970-04-26 21:13:04+00:00,48,Инженер
1585,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:13:05+00:00,48,Санэпидемнадзор
1586,Запрос заключения пожарного эксперта,1970-04-26 21:13:06+00:00,48,Пожарный надзор
1587,Требуется ручная проверка,1970-04-26 21:13:07+00:00,48,Система/Процесс
1588,Проверка санэпидем надзором,1970-04-26 21:13:08+00:00,48,Санэпидемнадзор
1589,Требуется ручная проверка,1970-04-26 21:13:09+00:00,48,Система/Процесс
1590,Ручная проверка пожарного надзора,1970-04-26 21:13:10+00:00,48,Пожарный надзор
1591,Отправка запроса миграционной службе,1970-04-26 21:13:11+00:00,48,Система/Процесс
1592,Отправка документов со стороны архитектурного отдела,1970-04-26 21:13:12+00:00,48,Система/Процесс
1593,Отправка документов со стороны инженерного отдела,1970-04-26 21:13:13+00:00,48,Система/Процесс
1594,Уведомление заявителя о не прохождении надзора,1970-04-26 21:13:14+00:00,48,Система/Процесс
1595,Исправление замечаний по проекту,1970-04-26 21:13:15+00:00,48,Заявитель
1596,Регистрация заявления,1970-04-26 21:13:16+00:00,48,Система/Процесс
1597,Проверка архитектором-экспертом,1970-04-26 21:13:17+00:00,48,Архитектор
